Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000286153	ENSG00000286153	2.191188868	0.046641376	Normal vs Doxo_PDL1-pos	HSALNG0132875	anti_sense	Not conserved	NA	Erythrocyte count; Response to vaccine; Mean corpuscular hemoglobin; Cognitive decline measurement; Monocyte percentage of leukocytes,Balding measurement,Alopecia,Eosinophil count,Monocyte count,-	CLIC6	ACKR3
ENSG00000288879	ENSG00000288879	2.77367888	0.001547871	Normal vs Doxo_PDL1-pos	HSALNG0049604	integenic	Q75	hsa-miR-3195,hsa-miR-4292,hsa-miR-6803-5p	Body height,Bmi-adjusted waist circumference,Mean corpuscular volume,Mean corpuscular hemoglobin,-	SMIM29	CTDSP1
ENSG00000243926	TIPARP-AS1	1.744051767	0.015818172	Normal vs Doxo_PDL1-pos	HSALNG0030062	anti_sense	Q75	hsa-miR-6727-5p	-	SSR3	CNTN4
ENSG00000250234	ENSG00000250234	4.850453978	0.005485938	Normal vs Doxo_PDL1-pos	HSALNG0148837	anti_sense	Q75	hsa-miR-4281,hsa-miR-8077	Uric acid measurement; Urate measurement	RAD1	FIP1L1
ENSG00000287236	ENSG00000287236	-4.638338502	0.006842708	Normal vs Doxo_PDL1-pos	NA	NA	NA	NA	NA	MPST	ADAMTS19
ENSG00000233251	ENSG00000233251	-2.644631896	3.36e-09	Normal vs Doxo_PDL1-pos	HSALNG0015066	anti_sense	Q50	hsa-miR-4279,hsa-miR-4472	Lysophosphatidylcholine 18:2 measurement; Lysophosphatidylcholine 18:1 measurement,Cleft lip,-	EFEMP1	DDX46
ENSG00000263843	MIF4GD-DT	-1.450365182	0.019671797	Normal vs Doxo_PDL1-pos	HSALNG0145155	anti_sense	Q75	hsa-miR-6075	Hemoglobin measurement,-	MRPS7	ABT1
ENSG00000234160	ENSG00000234160	-1.185234282	0.005835921	Normal vs Doxo_PDL1-pos	HSALNG0071055	anti_sense,sense	Q90	hsa-miR-5196-5p,hsa-miR-1199-5p,hsa-miR-6089	Macrophage inflammatory protein 1b measurement,-	POLR1E	ABRACL
ENSG00000257556	LINC02298	1.973468272	1.91e-05	Normal vs Doxo_PDL1-pos	HSALNG0104190	integenic	Q50	hsa-miR-4281,hsa-miR-3929,hsa-miR-4492	Balding measurement,-	CLBA1	SLC2A12
ENSG00000261468	ENSG00000261468	1.562954589	0.032099383	Normal vs Doxo_PDL1-pos	HSALNG0024922	integenic	Not conserved	hsa-miR-6165	NA	TGFBR2	CASK
ENSG00000284391	ENSG00000284391	-2.507191592	0.036308792	Normal vs Doxo_PDL1-pos	HSALNG0138430	anti_sense	Q90	NA	NA	TEX11	TERF1
ENSG00000290862	NMRAL2P	2.306468418	2.27e-09	Normal vs Doxo_PDL1-pos	NA	NA	NA	NA	NA	SENP2	SH3GLB2
ENSG00000224165	DNAJC27-AS1	2.11018644	0.014096072	Normal vs Doxo_PDL1-pos	HSALNG0013632	anti_sense	Q50	hsa-miR-939-5p,hsa-miR-4297,hsa-miR-3972,hsa-miR-4638-5p,hsa-miR-6089,hsa-miR-6749-5p,hsa-miR-6895-5p,hsa-miR-1273h-5p	Body mass index,Pulse pressure measurement,Body height,Cardiovascular disease,Bmi-adjusted waist circumference; Body height; Bmi-adjusted waist-hip ratio; Systolic blood pressure,-	EFR3B	MSRB2
ENSG00000223442	TH2LCRR	4.12928181	0.030406989	Normal vs Doxo_PDL1-pos	HSALNG0044865	anti_sense	Not conserved	hsa-miR-5001-3p	Atopic eczema,Eczema; Adult onset asthma,-	KIF3A	A1CF
ENSG00000287978	ENSG00000287978	2.830685855	7.57e-06	Normal vs Doxo_PDL1-pos	HSALNG0141895	integenic	Not conserved	NA	NA	POLR3GL	FRA10AC1
ENSG00000235609	ENSG00000235609	1.988466624	1.19e-08	Normal vs Doxo_PDL1-pos	HSALNG0131973	sense	Not conserved	NA	Breast carcinoma,Age at onset; Myopia	NRIP1	INA
ENSG00000236453	ENSG00000236453	1.827624055	0.031475346	Normal vs Doxo_PDL1-pos	HSALNG0059602	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-3622b-5p	Eye colour measurement,Brcax breast cancer,Asparaginase hypersensitivity,Aging,Athletic endurance measurement,Circadian rhythm,-	GNG11	PGAP2
ENSG00000224743	TEX26-AS1	3.20457308	0.012360258	Normal vs Doxo_PDL1-pos	HSALNG0096149	anti_sense	Q50	hsa-miR-376c-5p,hsa-miR-619-5p,hsa-miR-6089,hsa-miR-6741-5p,hsa-miR-6756-5p,hsa-miR-7113-3p	3-hydroxypropylmercapturic acid measurement,Influenza a (h1n1),-	HSPH1	ZNF215
ENSG00000248508	SRP14-DT	1.056202163	0.01114168	Normal vs Doxo_PDL1-pos	HSALNG0105193	anti_sense	Q50	hsa-miR-146b-3p,hsa-miR-6089	Folic acid measurement,Red blood cell distribution width,Ewing sarcoma,Pulse pressure measurement,Hormone measurement,Dehydroepiandrosterone sulphate measurement,Testosterone measurement,Aspartate aminotransferase measurement,Serum alanine aminotransferase measurement; Aspartate aminotransferase measurement,-	EIF2AK4	TMEM218
ENSG00000245573	BDNF-AS	1.688208481	0.000973144	Normal vs Doxo_PDL1-pos	HSALNG0083312	integenic	Not conserved	NA	NA	BBOX1	PIP4K2A
ENSG00000240859	LINC03014	-1.479541367	0.010357275	Normal vs Doxo_PDL1-pos	HSALNG0055497	integenic	Not conserved	hsa-miR-4447,hsa-miR-4478,hsa-miR-6784-5p,hsa-miR-6808-5p	-	FAM20C	SEC24D
ENSG00000250337	PURPL	5.961353833	5.28e-25	Normal vs Doxo_PDL1-pos	HSALNG0040781	integenic	Q75	hsa-miR-4268,hsa-miR-4328,hsa-miR-6749-3p,hsa-miR-6811-3p,hsa-miR-6849-3p	Platelet-derived growth factor bb measurement,Self reported educational attainment; Mathematical ability,3-hydroxypropylmercapturic acid measurement,Initial pursuit acceleration,-	PRDM9	TMEM178A
ENSG00000241472	PTPRG-AS1	-1.662933261	0.001516495	Normal vs Doxo_PDL1-pos	HSALNG0026507	anti_sense	Q50	hsa-miR-1268b	Response to antidepressant,Age at first sexual intercourse measurement; Body mass index,-	FEZF2	CENPH
ENSG00000284707	ENSG00000284707	1.962803339	0.002359029	Normal vs Doxo_PDL1-pos	HSALNG0059784	integenic	Not conserved	NA	-	ASNS	SLC25A27
ENSG00000287287	ENSG00000287287	2.529355213	0.001134958	Normal vs Doxo_PDL1-pos	HSALNG0150805	intronic_antisense	Q50	hsa-miR-30b-3p	NA	FAM166B	RMND5A
ENSG00000271780	ENSG00000271780	1.618616598	0.001870864	Normal vs Doxo_PDL1-pos	HSALNG0103867	sense	Not conserved	hsa-miR-363-5p,hsa-miR-6089,hsa-miR-7160-3p	Body mass index,-,Age at menopause	DYNC1H1	KCTD15
ENSG00000272114	ENSG00000272114	4.686705141	0.003812697	Normal vs Doxo_PDL1-pos	NA	NA	NA	NA	NA	MRPS18A	MCOLN2
ENSG00000254363	ENSG00000254363	2.251018428	0.013430868	Normal vs Doxo_PDL1-pos	HSALNG0045304	integenic	Q90	hsa-miR-4505	Blood urea nitrogen measurement,Self reported educational attainment; Intelligence; Cognitive function measurement,Total cholesterol measurement; Low density lipoprotein cholesterol measurement,-	CYSTM1	MCOLN2
ENSG00000280758	ENSG00000280758	-2.500917187	0.042989202	Normal vs Doxo_PDL1-pos	HSALNG0074641	anti_sense	Q75	NA	-	DYNC2I2	AK5
ENSG00000260032	NORAD	1.152386547	8.5e-10	Normal vs Doxo_PDL1-pos	HSALNG0129818	integenic	Q90	hsa-miR-619-5p,hsa-miR-6071,hsa-miR-6734-3p	Melanoma; Suntan; Cancer,Body mass index,Bmi-adjusted hip circumference	SCAND1	ANKRD29
ENSG00000272482	ENSG00000272482	3.301993478	2.03e-08	Normal vs Doxo_PDL1-pos	HSALNG0000950	integenic	Q90	hsa-miR-6756-5p	NA	DHRS3	ROBO4
ENSG00000215424	MCM3AP-AS1	-1.430121827	0.00035051	Normal vs Doxo_PDL1-pos	HSALNG0133721	anti_sense	Q50	hsa-miR-455-3p,hsa-miR-619-5p,hsa-miR-4313,hsa-miR-4447	Lymphocyte count,-	YBEY	NRGN
ENSG00000240875	LINC00886	1.232242994	0.000398993	Normal vs Doxo_PDL1-pos	HSALNG0030075	integenic	Q90	NA	NA	SSR3	RETREG1
ENSG00000266904	LINC00663	2.674154811	2.81e-09	Normal vs Doxo_PDL1-pos	HSALNG0124755	sense	Not conserved	hsa-miR-363-5p,hsa-miR-619-5p,hsa-miR-3918,hsa-miR-1268b,hsa-miR-5787	Serum metabolite measurement,Unipolar depression,-	ZNF506	LY96
ENSG00000234546	LNCTAM34A	1.123543021	0.014534891	Normal vs Doxo_PDL1-pos	HSALNG0000685	integenic	Q50	hsa-miR-1249-5p,hsa-miR-6769b-5p,hsa-miR-7113-3p	Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count; Aspartate aminotransferase measurement,Lean body mass	H6PD	OXNAD1
ENSG00000289513	ENSG00000289513	2.232221981	0.005620785	Normal vs Doxo_PDL1-pos	HSALNG0133243	integenic	Not conserved	hsa-miR-1587,hsa-miR-6784-5p	Venous thromboembolism,-	UMODL1	SLC25A28
ENSG00000262202	ENSG00000262202	2.464160257	0.019256478	Normal vs Doxo_PDL1-pos	HSALNG0115095	integenic	Not conserved	hsa-miR-6089,hsa-miR-6803-5p	NA	GRAP	TRIM74
ENSG00000259539	ENSG00000259539	2.08626508	0.047220931	Normal vs Doxo_PDL1-pos	HSALNG0105617	anti_sense,sense	Q50	NA	-	SHF	SH3RF2
ENSG00000271936	ENSG00000271936	-1.35255408	0.009654776	Normal vs Doxo_PDL1-pos	HSALNG0013623	anti_sense	Q50	NA	Appendicular lean mass,Body height,Age at menarche,Bmi-adjusted waist circumference,Bmi-adjusted hip circumference,Susceptibility to pneumonia measurement,Body mass index,Reticulocyte count,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,C-reactive protein measurement,-	CENPO	TBC1D31
ENSG00000272235	ENSG00000272235	-1.941992313	0.029663201	Normal vs Doxo_PDL1-pos	HSALNG0000316	anti_sense	Not conserved	NA	-	MEGF6	BRPF1
ENSG00000233143	DIRC3-AS1	1.364572196	0.014777211	Normal vs Doxo_PDL1-pos	HSALNG0022193	integenic	Not conserved	NA	-	IGFBP2	SST
ENSG00000267904	ENSG00000267904	1.00385231	0.025792658	Normal vs Doxo_PDL1-pos	HSALNG0124459	sense	Not conserved	hsa-miR-7113-3p	NA	SMIM7	PRXL2C
ENSG00000249087	ZNF436-AS1	1.920020375	1.39e-06	Normal vs Doxo_PDL1-pos	HSALNG0001624	anti_sense	Q75	NA	Risk-taking behaviour,-	KDM1A	SLC13A3
ENSG00000270607	NAV2-AS6	1.011607688	0.01197451	Normal vs Doxo_PDL1-pos	HSALNG0083062	anti_sense	Q75	NA	-	DBX1	DEDD
ENSG00000267317	ENSG00000267317	1.00738192	0.002251525	Normal vs Doxo_PDL1-pos	HSALNG0123038	anti_sense	Q75	hsa-miR-6089	-	C19orf25	IFNGR2
ENSG00000219410	ENSG00000219410	-4.148554419	0.036885622	Normal vs Doxo_PDL1-pos	HSALNG0088887	anti_sense	Q90	NA	-	COPS7A	ACTC1
ENSG00000285877	ENSG00000285877	2.713603188	0.000242284	Normal vs Doxo_PDL1-pos	HSALNG0118281	anti_sense	Q75	hsa-miR-3663-5p,hsa-miR-4447,hsa-miR-1343-3p,hsa-miR-6089,hsa-miR-6803-5p,hsa-miR-7704,hsa-miR-8485	Lymphocyte count,Protein measurement,Sex hormone-binding globulin measurement,-	PITPNC1	LRRC36
ENSG00000212766	EWSAT1	3.63792158	0.002146606	Normal vs Doxo_PDL1-pos	HSALNG0106835	integenic	Q50	hsa-miR-619-5p	NA	NOX5	TPPP3
ENSG00000236871	LINC00106	1.704513894	6.04e-05	Normal vs Doxo_PDL1-pos	HSALNG0136360	integenic	Not conserved	hsa-miR-1227-5p,hsa-miR-3178,hsa-miR-6089,hsa-miR-6816-5p,hsa-miR-8485	NA	IL3RA	FTCD
ENSG00000274605	PCCA-DT	-1.211362782	0.010352016	Normal vs Doxo_PDL1-pos	HSALNG0098967	integenic	Q50	NA	NA	ZIC5	ZDHHC12
ENSG00000274341	ENSG00000274341	1.936285219	0.049448038	Normal vs Doxo_PDL1-pos	HSALNG0115778	integenic	Not conserved	hsa-miR-619-5p	-	ZNF207	FOXH1
ENSG00000228509	ENSG00000228509	2.887828009	0.000130111	Normal vs Doxo_PDL1-pos	HSALNG0021123	anti_sense	Q50	hsa-miR-6763-5p,hsa-miR-6791-3p	Autoimmune disease; Rheumatoid arthritis; Biliary liver cirrhosis,Polymyositis,Systemic scleroderma,Femoral neck bone mineral density,Mean corpuscular hemoglobin concentration,Primary biliary cirrhosis,Heel bone mineral density,Generalised epilepsy,Chronotype measurement,Systolic blood pressure,Body height,Coronary artery disease,Self reported educational attainment,Longevity,Rheumatoid arthritis; Systemic lupus erythematosus; Myositis; Systemic scleroderma,-	STAT1	PSMC2
ENSG00000260563	ENSG00000260563	1.46290827	0.009851815	Normal vs Doxo_PDL1-pos	HSALNG0119404	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-4723-3p,hsa-miR-6795-3p,hsa-miR-6826-3p	NA	SLC16A3	ZNF577
ENSG00000233030	ENSG00000233030	4.301951442	4.25e-05	Normal vs Doxo_PDL1-pos	HSALNG0142341	anti_sense,intronic_sense	Not conserved	NA	Monocyte count,-	H2BC18	CD300LG
ENSG00000224897	POT1-AS1	3.761718898	0.003646923	Normal vs Doxo_PDL1-pos	HSALNG0061074	integenic	Not conserved	NA	NA	SSU72P8	ALOX15
ENSG00000253669	GASAL1	1.018680563	0.00105843	Normal vs Doxo_PDL1-pos	HSALNG0067472	anti_sense	Q50	NA	Alkaline phosphatase measurement,Leukocyte count,Eosinophil count; Neutrophil count; Basophil count; Granulocyte count,Bmi-adjusted waist circumference,-	ATP6V1C1	JMJD8
ENSG00000237424	FOXD2-AS1	-1.33311948	0.01429218	Normal vs Doxo_PDL1-pos	HSALNG0003395	anti_sense	Q50	hsa-miR-505-5p,hsa-miR-619-5p,hsa-miR-665,hsa-miR-1207-5p,hsa-miR-4270,hsa-miR-4430,hsa-miR-4447,hsa-miR-4472,hsa-miR-3960,hsa-miR-5787,hsa-miR-6870-5p	Corneal topography,Brain volume measurement,Erythrocyte count,Balding measurement,Body height,Sleep duration; Low density lipoprotein cholesterol measurement,-	STIL	TEDC2
ENSG00000272789	ENSG00000272789	-4.955843052	0.017931116	Normal vs Doxo_PDL1-pos	HSALNG0146586	anti_sense	Not conserved	hsa-miR-5787	NA	LIMS2	FBLIM1
ENSG00000290460	ENSG00000290460	3.014432543	1.64e-05	Normal vs Doxo_PDL1-pos	HSALNG0077685	integenic	Not conserved	hsa-miR-3925-3p	-	ZFAND4	LAPTM5
ENSG00000288585	ENSG00000288585	2.593496728	3.29e-05	Normal vs Doxo_PDL1-pos	HSALNG0029401	anti_sense	Not conserved	NA	Bmi-adjusted waist circumference,Bmi-adjusted hip circumference,Serum non-albumin protein measurement	TFDP2	SCNN1D
ENSG00000228013	IL6R-AS1	3.047279452	0.001691602	Normal vs Doxo_PDL1-pos	HSALNG0007394	anti_sense	Q75	hsa-miR-4710,hsa-miR-6736-5p	C-reactive protein measurement,C-reactive protein measurement; Serum non-albumin protein measurement,Albumin:globulin ratio measurement,Total blood protein measurement,Serum non-albumin protein measurement,Systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis,-	SHE	HFM1
ENSG00000289015	ENSG00000289015	1.782741247	0.022806162	Normal vs Doxo_PDL1-pos	HSALNG0058614	anti_sense	Not conserved	NA	-	SBDS	B3GALNT2
ENSG00000286048	ENSG00000286048	4.887659854	0.010171397	Normal vs Doxo_PDL1-pos	HSALNG0041760	intronic_antisense	Not conserved	NA	NA	MOCS2	IL20
ENSG00000250899	ENSG00000250899	-1.025785219	0.000347751	Normal vs Doxo_PDL1-pos	HSALNG0088626	integenic	Not conserved	NA	NA	TEAD4	FCMR
ENSG00000224066	ENSG00000224066	1.794605277	0.001074535	Normal vs Doxo_PDL1-pos	HSALNG0002297	anti_sense	Q75	hsa-miR-361-3p	-	TMEM234	MAIP1
ENSG00000258727	AP1G2-AS1	1.412105744	0.003020134	Normal vs Doxo_PDL1-pos	HSALNG0100052	anti_sense	Q90	hsa-miR-744-5p,hsa-miR-7111-5p	Eosinophil count,Blood protein measurement,Sudden cardiac arrest,-	THTPA	CLHC1
ENSG00000231210	COMETT	2.925441316	0.041049376	Normal vs Doxo_PDL1-pos	HSALNG0060758	integenic	Not conserved	NA	NA	TFEC	FRZB
ENSG00000251003	ZFPM2-AS1	2.063120083	0.013678057	Normal vs Doxo_PDL1-pos	HSALNG0067589	anti_sense	Q50	NA	-	ABRA	ACTG2
ENSG00000270021	ENSG00000270021	1.228325706	0.047688397	Normal vs Doxo_PDL1-pos	HSALNG0045029	anti_sense	Not conserved	NA	NA	SLC25A48	PDLIM5
ENSG00000286214	COPG2IT1	4.246990292	1.26e-07	Normal vs Doxo_PDL1-pos	HSALNG0149806	anti_sense	Q50	NA	NA	MEST	NEK10
ENSG00000245532	NEAT1	3.188088253	1.18e-14	Normal vs Doxo_PDL1-pos	HSALNG0084892	integenic	Q50	hsa-miR-4308,hsa-miR-4710,hsa-miR-6724-5p,hsa-miR-6747-3p,hsa-miR-8485	Bmi-adjusted hip circumference,Hemoglobin a1 measurement,-	FRMD8	ANKZF1
ENSG00000228495	LINC01013	1.996207814	0.003432479	Normal vs Doxo_PDL1-pos	HSALNG0053521	integenic	Not conserved	NA	-	ENPP1	SERPINI1
ENSG00000267886	ENSG00000267886	-1.995276071	0.023256419	Normal vs Doxo_PDL1-pos	HSALNG0125019	sense	Not conserved	hsa-miR-4281,hsa-miR-4673	NA	ZNF730	GMPS
ENSG00000255521	CD44-DT	2.129352	0.00477517	Normal vs Doxo_PDL1-pos	HSALNG0083606	anti_sense	Q50	NA	Response to vitamin,-	SLC1A2	CCR1
ENSG00000257605	MYG1-AS1	1.394789608	5.25e-05	Normal vs Doxo_PDL1-pos	HSALNG0091261	anti_sense	Q75	hsa-miR-6089	-	AAAS	DTX3L
ENSG00000245468	LINC02447	2.895854007	0.001430078	Normal vs Doxo_PDL1-pos	HSALNG0032671	integenic	Q50	NA	-	GRPEL1	LIPH
ENSG00000258673	LINC01397	1.363234502	1.13e-06	Normal vs Doxo_PDL1-pos	HSALNG0005950	integenic	Not conserved	NA	NA	UBL4B	APEH
ENSG00000175170	FAM182B	1.593905016	0.044088725	Normal vs Doxo_PDL1-pos	HSALNG0129408	integenic	Not conserved	hsa-miR-6791-3p	Erythrocyte count,Mean corpuscular volume; Erythrocyte count,-	ZNF337	HAND2
ENSG00000290039	ENSG00000290039	4.365822054	0.026085299	Normal vs Doxo_PDL1-pos	HSALNG0117726	sense	Not conserved	hsa-miR-619-5p	-	TEX14	C4orf45
ENSG00000289915	ENSG00000289915	4.305609873	0.04856206	Normal vs Doxo_PDL1-pos	HSALNG0126752	integenic	Q75	hsa-miR-378a-5p,hsa-miR-619-5p,hsa-miR-6726-3p,hsa-miR-6763-3p,hsa-miR-6873-3p	Body mass index,Leukocyte count,-	BBC3	RANBP3L
ENSG00000268894	PLCE1-AS1	-3.345123747	0.000126135	Normal vs Doxo_PDL1-pos	HSALNG0079793	anti_sense	Q50	NA	Sudden cardiac arrest,Leukocyte count; Optic disc size measurement,Pulse pressure measurement; Lean body mass; Alkaline phosphatase measurement; Platelet crit; Systolic blood pressure; Mean arterial pressure; Calcium measurement; Appendicular lean mass; Platelet count; Calcium channel blocker use measurement; Electrocardiography; Brain aneurysm,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Birth weight; Low density lipoprotein triglyceride measurement; Cup-to-disc ratio measurement; Hypertension; Body fat percentage; Myeloid white cell count; Calcium measurement; High density lipoprotein cholesterol measurement; Monocyte count; Parental genotype effect measurement; Glaucoma; Triglyceride measurement; Aspartate aminotransferase measurement,Optic cup area measurement,Endometriosis,-,Cup-to-disc ratio measurement	NOC3L	STARD4
ENSG00000229563	LINC01204	-1.027648998	0.009637349	Normal vs Doxo_PDL1-pos	HSALNG0137579	integenic	Q75	NA	NA	KDM6A	CMBL
ENSG00000254665	ENSG00000254665	-2.863599157	0.043572417	Normal vs Doxo_PDL1-pos	HSALNG0082575	anti_sense,sense	Q90	NA	-	RPL27A	ANKRA2
ENSG00000230623	ENSG00000230623	2.473667104	1.88e-08	Normal vs Doxo_PDL1-pos	HSALNG0009592	integenic	Not conserved	NA	NA	NR5A2	TP53INP1
ENSG00000269044	ENSG00000269044	1.090871267	0.001258314	Normal vs Doxo_PDL1-pos	HSALNG0124458	sense	Not conserved	hsa-miR-665	NA	SMIM7	FAT3
ENSG00000232973	CYP1B1-AS1	1.718497577	0.011450051	Normal vs Doxo_PDL1-pos	HSALNG0014289	anti_sense	Q75	hsa-miR-4313,hsa-miR-3620-5p,hsa-miR-1587,hsa-miR-6775-5p,hsa-miR-6810-3p,hsa-miR-6816-5p,hsa-miR-6829-3p,hsa-miR-6872-3p	Suntan,Nevus count; Cutaneous melanoma,Cytokine measurement,Ischemic stroke; Coronary artery disease,Body height,Breast carcinoma,Non-melanoma skin carcinoma,Environmental tobacco smoke exposure measurement; Age at onset,Viral load; Hiv infection; Cd4-positive t-lymphocyte count; Disease progression measurement,-	RMDN2	NOXRED1
ENSG00000260285	TRMT61A-DT	1.626102059	0.024151286	Normal vs Doxo_PDL1-pos	HSALNG0104006	integenic	Q50	hsa-miR-6763-5p,hsa-miR-6810-3p	Reticulocyte count; Hemoglobin measurement; Reticulocyte measurement,Reticulocyte count; Hematocrit,Body height	CKB	NOXRED1
ENSG00000249706	ENSG00000249706	4.687496591	0.008705062	Normal vs Doxo_PDL1-pos	HSALNG0034440	anti_sense,sense	Q50	hsa-miR-4692	Hair colour measurement,Alzheimer's disease neuropathologic change; Balding measurement; Dementia,Uterine fibroid,Body mass index,Body height,Mean corpuscular hemoglobin,Ischemic stroke,Coronary artery disease,Lateral ventricle volume measurement,Fev/fec ratio,Triacylglycerol 58:12 measurement,Anthranilic acid measurement,Qt interval,Serum vegfr2 concentration measurement,Serum metabolite measurement,Neuropathy; Diabetic foot,Neuroimaging measurement; Brain measurement,Brain volume measurement; Neuroimaging measurement; Brain measurement	NA	PRPF18
ENSG00000274370	ENSG00000274370	1.607950264	0.000106982	Normal vs Doxo_PDL1-pos	HSALNG0119502	integenic	Not conserved	hsa-miR-6784-5p	NA	METRNL	VSTM4
ENSG00000287051	ENSG00000287051	-2.008639204	0.024150392	Normal vs Doxo_PDL1-pos	HSALNG0091175	anti_sense,sense	Q90	NA	Telomere length,Cutaneous leishmaniasis,Hair color; Hair colour measurement,Diffusing capacity of the lung for carbon monoxide,Brain volume measurement,Plasma beta-amyloid 1-42 measurement,-,Response to diisocyanate	KRT81	TMEM52B
ENSG00000273058	ENSG00000273058	-1.633205341	0.049536051	Normal vs Doxo_PDL1-pos	HSALNG0011778	anti_sense	Not conserved	hsa-miR-4281	-	HEATR1	TMEM52B
ENSG00000229847	EMX2OS	2.759009227	4.47e-24	Normal vs Doxo_PDL1-pos	HSALNG0080912	anti_sense	Q50	hsa-miR-128-1-5p,hsa-miR-6838-5p	Qt interval,Bmi-adjusted waist-hip ratio,Cortical thickness,Cortical surface area measurement,Breast carcinoma,Lobe attachment,Facial morphology measurement,Eye morphology measurement,Neuroticism measurement,Autosomal dominant compelling helio-ophthalmic outburst syndrome,Balding measurement,Bmi-adjusted waist circumference,Wellbeing measurement; Neuroticism measurement; Depressive symptom measurement,Anxiety measurement; Neuroticism measurement,-	PDZD8	DNAAF8
ENSG00000228436	RRAGC-DT	1.602519783	0.001614517	Normal vs Doxo_PDL1-pos	HSALNG0002723	overlap_antisense,anti_sense	Q90	hsa-miR-363-5p,hsa-miR-619-5p	Protein measurement,Blood protein measurement,Kunitz-type protease inhibitor 1 measurement,Triglyceride measurement,Age at menopause,Unipolar depression,Sweet beverage consumption measurement,-	AKIRIN1	BLCAP
ENSG00000232600	TONSL-AS1	2.197274565	0.000418112	Normal vs Doxo_PDL1-pos	HSALNG0069420	anti_sense	Q75	NA	Alkaline phosphatase measurement,Ovarian carcinoma,Mean reticulocyte volume,Mean corpuscular volume,-	KIFC2	TLCD3A
ENSG00000237232	ZNF295-AS1	1.609214933	1.34e-05	Normal vs Doxo_PDL1-pos	HSALNG0133274	integenic	Not conserved	hsa-miR-8485	NA	UMODL1	SMIM4
ENSG00000242125	SNHG3	-1.244871768	4.06e-05	Normal vs Doxo_PDL1-pos	HSALNG0002066	sense	Not conserved	hsa-miR-30b-3p,hsa-miR-4492,hsa-miR-5787,hsa-miR-6890-5p	Systolic blood pressure,Nighttime rest measurement,-	RCC1	SEPTIN2
ENSG00000224048	LINC02612	4.842996483	0.003199315	Normal vs Doxo_PDL1-pos	HSALNG0019578	integenic	Q50	NA	-	TNFAIP6	ACTBL2
ENSG00000276170	ENSG00000276170	-1.31356848	0.00142276	Normal vs Doxo_PDL1-pos	HSALNG0116158	intronic_antisense	Q50	hsa-miR-939-3p,hsa-miR-4312,hsa-miR-6812-3p	Red blood cell distribution width	SRCIN1	CHST14
ENSG00000280241	ENSG00000280241	2.370847074	0.013291654	Normal vs Doxo_PDL1-pos	HSALNG0037983	anti_sense	Q50	hsa-miR-6736-5p	NA	TLR2	P2RY12
ENSG00000234279	LINC01937	4.971088822	0.001673055	Normal vs Doxo_PDL1-pos	HSALNG0023450	integenic	Not conserved	hsa-miR-619-5p	-	ASB1	GKN1
ENSG00000275880	ENSG00000275880	1.84965842	2.15e-05	Normal vs Doxo_PDL1-pos	HSALNG0099381	integenic	Not conserved	hsa-miR-619-5p	NA	CARS2	AVEN
ENSG00000266677	ENSG00000266677	2.3748081	0.015806479	Normal vs Doxo_PDL1-pos	HSALNG0115020	anti_sense	Q50	hsa-miR-30b-3p	Aspartate aminotransferase measurement,-,Folic acid measurement	FLII	TRIM56
ENSG00000235848	RMDN2-AS1	2.77878395	0.016065297	Normal vs Doxo_PDL1-pos	HSALNG0014286	anti_sense,sense	Q75	NA	Oxalate measurement,Aggressive behavior,Vitamin d measurement,Eosinophil count,Melanoma; Cutaneous melanoma,Erectile dysfunction; Prostate carcinoma; Response to radiation,Asthma exacerbation measurement,-	CYP1B1	LONRF2
ENSG00000266010	GATA6-AS1	2.846849375	3.81e-06	Normal vs Doxo_PDL1-pos	HSALNG0120344	anti_sense	Q90	hsa-miR-3195,hsa-miR-4290,hsa-miR-6791-3p,hsa-miR-6803-5p	Monocyte count,Neutrophil count,Lymphocyte percentage of leukocytes,Neutrophil percentage of leukocytes; Neutrophil count,-	CTAGE1	GTSF1
