Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000255571	MIR9-3HG	5.677152177	0.003432714	Normal vs Doxo-treated	HSALNG0108036	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-1228-5p,hsa-miR-3178,hsa-miR-4529-5p,hsa-miR-4667-3p,hsa-miR-4710,hsa-miR-6089,hsa-miR-6736-5p,hsa-miR-6810-3p,hsa-miR-6816-5p,hsa-miR-6826-3p,hsa-miR-6887-3p	White matter microstructure measurement,Cortical surface area measurement; Cigarettes per day measurement,Mathematical ability,Body mass index,Comparative body size at age 10, self-reported,Dental caries; Dentures,-	FANCI	TMPRSS11E
ENSG00000227811	INKA2-AS1	3.906383407	0.015827865	Normal vs Doxo-treated	HSALNG0006073	intronic_antisense	Q90	hsa-miR-939-3p,hsa-miR-3178	Body mass index,Multisite chronic pain,-	DDX20	GMCL1
ENSG00000287990	ENSG00000287990	5.8682541	0.041828943	Normal vs Doxo-treated	HSALNG0144090	anti_sense	Not conserved	NA	Body mass index; Urate measurement	ABHD12B	GP6
ENSG00000233828	MIR4280HG	4.010567831	0.043541651	Normal vs Doxo-treated	HSALNG0043286	integenic	Q50	hsa-miR-6503-3p	NA	CCNH	PXN
ENSG00000250734	ENSG00000250734	6.19183009	0.011031839	Normal vs Doxo-treated	HSALNG0142346	anti_sense	Q90	hsa-miR-4472,hsa-miR-3960,hsa-miR-6803-5p,hsa-miR-8072	Headache,-	CELF3	SI
ENSG00000287555	ENSG00000287555	7.866818666	0.000645245	Normal vs Doxo-treated	HSALNG0148211	intronic_antisense	Q90	hsa-miR-6089	-	ARFIP1	SLC26A3
ENSG00000287561	ENSG00000287561	7.307527808	0.003935599	Normal vs Doxo-treated	HSALNG0146901	anti_sense	Not conserved	NA	Platelet crit	PDYN	SMPX
ENSG00000236501	ENSG00000236501	6.041536546	0.022494495	Normal vs Doxo-treated	HSALNG0020631	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-1227-5p,hsa-miR-1236-3p,hsa-miR-4444,hsa-miR-6089,hsa-miR-6090	Alopecia; Androgenetic alopecia; Balding measurement,Red blood cell density measurement; Erythrocyte count,Red blood cell density measurement,Erythrocyte count,Alopecia; Androgenetic alopecia,Hematocrit,Sjogren syndrome,Hemoglobin measurement,Hematocrit; Hemoglobin measurement,Balding measurement,Alopecia,Memory performance,Velopharyngeal dysfunction,Pulse pressure measurement,Cirrhosis of liver; Non-alcoholic fatty liver disease,-	NFE2L2	SMPX
ENSG00000283286	ENSG00000283286	6.278002671	0.02060931	Normal vs Doxo-treated	HSALNG0041364	integenic	Not conserved	NA	Selective iga deficiency disease,Crohn's disease,Velopharyngeal dysfunction	PTGER4	SMPX
ENSG00000250041	ENSG00000250041	7.449970504	0.000280995	Normal vs Doxo-treated	HSALNG0082662	integenic	Q90	hsa-miR-619-5p,hsa-miR-4505,hsa-miR-6089,hsa-miR-6165	Heel bone mineral density,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio; Waist-hip ratio,-	ZBED5	CRTAC1
ENSG00000258028	ENSG00000258028	5.845122563	0.033273116	Normal vs Doxo-treated	HSALNG0100313	integenic	Not conserved	NA	NA	FOXG1	CHRNA4
ENSG00000233290	ENSG00000233290	5.864842996	0.033453669	Normal vs Doxo-treated	HSALNG0004747	integenic	Q75	NA	Diabetic nephropathy,Selenium measurement,Vital capacity,-	TTLL7	EPPIN
ENSG00000272468	ENSG00000272468	3.318799421	0.016762958	Normal vs Doxo-treated	HSALNG0048836	integenic	Not conserved	NA	NA	H2BC11	PCSK1N
ENSG00000236700	LINC01010	6.09278716	0.003331709	Normal vs Doxo-treated	HSALNG0053623	integenic	Q50	hsa-miR-619-5p,hsa-miR-4267,hsa-miR-4430,hsa-miR-6089	Dental caries,-	TBPL1	MTFMT
ENSG00000259424	IRAIN	4.209198163	0.007659402	Normal vs Doxo-treated	HSALNG0108507	anti_sense	Q90	NA	Bmi-adjusted hip circumference,Parental genotype effect measurement; Birth weight,Birth weight; Serum gamma-glutamyl transferase measurement,-	PGPEP1L	SLC39A14
ENSG00000286050	ENSG00000286050	5.505589371	0.005561861	Normal vs Doxo-treated	HSALNG0140980	integenic	Q50	NA	NA	TGIF2LY	SULT2A1
ENSG00000255004	SLC1A2-AS1	5.653657731	0.033453669	Normal vs Doxo-treated	NA	NA	NA	NA	NA	CD44	SLC5A5
ENSG00000248673	LINC01331	5.964161772	0.04787461	Normal vs Doxo-treated	HSALNG0042682	integenic	Q50	NA	-	ENC1	CCL24
ENSG00000258479	LINC00640	6.529504116	0.007283804	Normal vs Doxo-treated	HSALNG0101239	integenic	Q50	hsa-miR-4430,hsa-miR-6784-5p,hsa-miR-8485	Ischemic stroke,-	TMX1	SFRP4
ENSG00000289298	ENSG00000289298	5.20863411	0.004686782	Normal vs Doxo-treated	HSALNG0126206	integenic	Not conserved	NA	NA	CEACAM4	TMEM176B
ENSG00000248975	ENSG00000248975	4.204122984	0.043418461	Normal vs Doxo-treated	HSALNG0144204	integenic	Not conserved	hsa-miR-619-5p	Nicotine dependence symptom count,Self reported educational attainment; Mathematical ability,Mathematical ability,-	PRKD1	GALNTL5
ENSG00000271984	ENSG00000271984	4.603387172	0.011542372	Normal vs Doxo-treated	HSALNG0130437	anti_sense	Q90	NA	-	NEURL2	ECM2
ENSG00000283674	ENSG00000283674	6.403651653	0.008522602	Normal vs Doxo-treated	HSALNG0063498	integenic	Not conserved	hsa-miR-1304-3p,hsa-miR-6803-5p	-	FAM86B2	BAG1
ENSG00000237166	LINC01792	3.770154893	0.047756899	Normal vs Doxo-treated	HSALNG0021489	anti_sense	Q90	hsa-miR-6756-3p	Late-onset alzheimers disease,Bmi-adjusted hip circumference,Bmi-adjusted waist circumference,-	CLK1	P2RX1
ENSG00000259225	LINC02345	5.659882664	0.04322634	Normal vs Doxo-treated	HSALNG0105099	integenic	Not conserved	NA	NA	TMCO5A	KRT37
ENSG00000286885	ENSG00000286885	6.579159795	0.005696845	Normal vs Doxo-treated	HSALNG0048362	anti_sense	Q90	hsa-miR-320a-5p,hsa-miR-324-3p,hsa-miR-619-5p	-	NUP153	DDX5
ENSG00000251095	ENSG00000251095	5.339847491	0.000613555	Normal vs Doxo-treated	HSALNG0035787	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-3187-3p,hsa-miR-6089	Body height,Lymphocyte count,Leukocyte count,Calcium measurement,Dna methylation,Stromal cell-derived factor 1 alpha measurement,Response to bupropion,Idiopathic pulmonary fibrosis,Insomnia measurement,Age at onset,Trans fatty acid measurement; Trans/cis-18:2 fatty acid measurement,Response to trauma exposure; Post-traumatic stress disorder symptom measurement,-	MMRN1	TECTA
ENSG00000258926	ENSG00000258926	5.607574897	0.002539195	Normal vs Doxo-treated	HSALNG0101770	anti_sense	Q75	NA	Gut microbiome measurement,-	TMEM30B	IL10RA
ENSG00000251301	LINC02384	5.198136907	0.010247478	Normal vs Doxo-treated	HSALNG0092162	integenic	Not conserved	hsa-miR-6089	NA	MDM1	HPS5
ENSG00000250286	ENSG00000250286	5.199226212	0.011031839	Normal vs Doxo-treated	HSALNG0117318	anti_sense	Q75	hsa-miR-5047,hsa-miR-10394-5p	Bmi-adjusted hip circumference,-	CHAD	CLIC5
ENSG00000253438	PCAT1	8.325786091	0.000311893	Normal vs Doxo-treated	HSALNG0068395	anti_sense,sense	Q90	hsa-miR-619-5p,hsa-miR-1250-3p,hsa-miR-3652,hsa-miR-4479,hsa-miR-1587,hsa-miR-5010-5p,hsa-miR-6746-3p,hsa-miR-6826-3p,hsa-miR-6895-5p,hsa-miR-4433b-3p	Serum urea measurement,Sleep apnea measurement during rem sleep,Prostate carcinoma,Cancer,Bone density,Prostate carcinoma; Brain aneurysm,Body height,Heel bone mineral density,Lung carcinoma,Bmi-adjusted hip circumference; Prostate carcinoma,Prostate carcinoma; Cancer,Body mass index,Family history; Prostate carcinoma,Bmi-adjusted hip circumference,Waist-hip ratio; Bmi-adjusted waist-hip ratio,Hypothyroidism,Chronic lymphocytic leukemia,Family history; Prostate cancer; Prostate carcinoma,Hypothyroidism; Autoimmune thyroid disease; Systemic lupus erythematosus; Thyroid preparation use measurement,Graves disease,Adolescent idiopathic scoliosis,Gut microbiome measurement,Bmi-adjusted waist-hip ratio,Sex hormone-binding globulin measurement,Bmi-adjusted waist circumference,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Prostate specific antigen measurement; Prostate carcinoma,Waist-hip ratio,Breast carcinoma; Estrogen-receptor negative breast cancer,Breast carcinoma,Rectum cancer; Polyp of colon; Cancer; Colorectal cancer; Colorectal adenoma; Prostate carcinoma,Colorectal cancer; Prostate specific antigen measurement; Prostate carcinoma,Colorectal cancer,Colorectal cancer; Colon carcinoma,Total blood protein measurement; Insomnia,Ovarian carcinoma; Breast carcinoma; Prostate carcinoma,Diabetic nephropathy; Albuminuria,Colorectal cancer; Colorectal adenoma,Multiple myeloma,-	POU5F1B	GABRG2
ENSG00000288817	ENSG00000288817	3.896631477	0.034007437	Normal vs Doxo-treated	HSALNG0136685	integenic	Q75	NA	NA	FAM9C	NPR3
ENSG00000227579	ENSG00000227579	5.656603322	0.03690938	Normal vs Doxo-treated	HSALNG0008661	integenic	Q75	hsa-miR-6764-5p	Unipolar depression,Protein measurement,Body height,Mathematical ability,Age-related macular degeneration,Abnormality of chromosome segregation,Homa-b,Mental or behavioural disorder,Sporadic amyotrophic lateral sclerosis,Ventricular enlargement measurement,Emphysema imaging measurement,Body mass index,Dna methylation,Nighttime rest measurement,Schizoaffective disorder,Cognitive function measurement,Self reported educational attainment; Mathematical ability,Susceptibility to urinary tract infection measurement,Fat body mass,Obese body mass index status,Leukocyte count,Puberty onset measurement,Body mass index; Waist circumference; Physical activity measurement; Age at menarche; Obesity,Body height; Body mass index,Body weight,Coffee consumption measurement; Body mass index,Hip circumference; Waist circumference,Age at menarche,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Low density lipoprotein triglyceride measurement; Body mass index; Body fat percentage; Visceral adipose tissue measurement; Body height; High density lipoprotein cholesterol measurement; Grip strength measurement; Obesity; Aspartate aminotransferase measurement,Comparative body size at age 10, self-reported,Bipolar disorder; Unipolar depression,Anorexia nervosa; Autism spectrum disorder; Obsessive-compulsive disorder; Attention deficit hyperactivity disorder; Unipolar depression; Bipolar disorder; Tourette syndrome,Adolescent idiopathic scoliosis,-	SEC16B	AGXT2
ENSG00000275236	ENSG00000275236	3.468189448	0.049246892	Normal vs Doxo-treated	HSALNG0112671	integenic	Not conserved	NA	NA	CLEC18B	IL4
ENSG00000262714	ENSG00000262714	6.348187718	0.019260185	Normal vs Doxo-treated	HSALNG0111500	integenic	Not conserved	hsa-miR-4467,hsa-miR-3960,hsa-miR-6873-3p	Intelligence,Intelligence; Bmi-adjusted hip circumference,Waist-hip ratio,Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist-hip ratio,Alkaline phosphatase measurement,Fat body mass,-	RBL2	IL4
ENSG00000230798	FOXD3-AS1	5.393568634	0.005174328	Normal vs Doxo-treated	HSALNG0004109	anti_sense	Q90	hsa-miR-654-5p,hsa-miR-1228-5p,hsa-miR-4467,hsa-miR-4650-5p,hsa-miR-4685-5p,hsa-miR-6729-5p,hsa-miR-6764-5p,hsa-miR-6784-5p,hsa-miR-6810-3p,hsa-miR-6769b-5p	-	ITGB3BP	IL4
ENSG00000272248	ENSG00000272248	4.072964369	0.039584685	Normal vs Doxo-treated	HSALNG0047688	integenic	Not conserved	NA	NA	PRPF4B	ABHD14A-ACY1
ENSG00000231131	LNCAROD	4.50683057	0.049097318	Normal vs Doxo-treated	HSALNG0078017	integenic	Not conserved	hsa-miR-6895-5p	Heel bone mineral density,Bone density; Dickkopf‐related protein 1 measurement; Heel bone mineral density,Bone density,Bone density; Heel bone mineral density,Dickkopf‐related protein 1 measurement,Femoral neck bone mineral density; Spine bone mineral density,Bone fracture,Velocity of sound measurement; Bone quantitative ultrasound measurement; Heel bone mineral density,Bone quantitative ultrasound measurement	MBL2	EHBP1
ENSG00000250166	C2CD5-AS1	5.41494892	0.049023161	Normal vs Doxo-treated	HSALNG0089827	integenic	Not conserved	hsa-miR-1202,hsa-miR-6882-5p	NA	ETNK1	TPSG1
ENSG00000260193	LINC02846	4.450946742	0.008711152	Normal vs Doxo-treated	HSALNG0075219	integenic	Q50	hsa-miR-6858-3p	NA	TMEM250	CRYZ
ENSG00000288533	ENSG00000288533	3.658587512	0.039110458	Normal vs Doxo-treated	HSALNG0145515	anti_sense	Q75	NA	-	ENOSF1	SLC8A2
ENSG00000255931	ENSG00000255931	6.113809595	0.013170448	Normal vs Doxo-treated	HSALNG0084537	integenic	Q75	hsa-miR-6824-3p,hsa-miR-6858-5p	NA	LRRC10B	VSX2
ENSG00000268066	FMR1-AS1	6.675849263	0.011232802	Normal vs Doxo-treated	HSALNG0140559	integenic	Q50	hsa-miR-4483	NA	CXorf51A	MND1
ENSG00000228526	MIR34AHG	2.285435617	0.021589597	Normal vs Doxo-treated	HSALNG0000682	integenic	Q50	hsa-miR-4279,hsa-miR-500b-3p,hsa-miR-4723-3p,hsa-miR-6724-5p,hsa-miR-6744-3p,hsa-miR-7150,hsa-miR-7152-5p	Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count; Aspartate aminotransferase measurement,Body height,Lean body mass,Linguistic error measurement; Specific language impairment,-	GPR157	ECHDC2
ENSG00000272079	ENSG00000272079	4.216829192	0.010537355	Normal vs Doxo-treated	HSALNG0109099	integenic	Q50	hsa-miR-3960,hsa-miR-4787-5p,hsa-miR-6089,hsa-miR-6784-5p,hsa-miR-6813-5p,hsa-miR-8072	-	NA	TRMT1L
ENSG00000260830	ENSG00000260830	3.594606784	0.049775314	Normal vs Doxo-treated	HSALNG0099880	anti_sense	Q90	hsa-miR-4539	-	RPGRIP1	GJA3
ENSG00000277287	ENSG00000277287	5.20991503	1.32e-05	Normal vs Doxo-treated	HSALNG0128242	integenic	Not conserved	NA	-	ITPA	BBS2
ENSG00000286766	ENSG00000286766	6.343167023	0.013160935	Normal vs Doxo-treated	HSALNG0150271	integenic	Q50	NA	-	OXR1	GPR18
ENSG00000287899	ENSG00000287899	5.954396412	0.024882909	Normal vs Doxo-treated	HSALNG0030707	integenic	Q90	NA	Electroencephalogram measurement,Intelligence,-	TMEM212	SRMS
ENSG00000274317	LINC02334	5.856192377	0.022494495	Normal vs Doxo-treated	HSALNG0096446	integenic	Not conserved	NA	NA	UFM1	IL37
ENSG00000233387	IATPR	5.75446019	0.028051961	Normal vs Doxo-treated	HSALNG0077173	integenic	Q50	hsa-miR-760,hsa-miR-4456	Nose morphology measurement,Serum igg glycosylation measurement,Colorectal cancer,-	NRP1	DEFB129
ENSG00000236581	STARD13-AS	7.492630191	0.000906743	Normal vs Doxo-treated	HSALNG0096264	anti_sense	Not conserved	NA	NA	KL	S1PR4
ENSG00000283839	ENSG00000283839	4.443490952	0.023928589	Normal vs Doxo-treated	HSALNG0020893	anti_sense	Q50	NA	Anxiety measurement; Depressive symptom measurement; Serum gamma-glutamyl transferase measurement; Wellbeing measurement; Bipolar disorder; Neuroticism measurement; Neurotic disorder,Wellbeing measurement; Neuroticism measurement,Neuroticism measurement; Feeling emotionally hurt measurement,-	NCKAP1	HCST
ENSG00000235724	PSMD14-DT	6.747300155	0.004481986	Normal vs Doxo-treated	HSALNG0019993	integenic	Q90	NA	Intelligence; Unipolar depression	DPP4	EDN2
ENSG00000229848	ENSG00000229848	5.74898596	0.009327433	Normal vs Doxo-treated	HSALNG0119279	anti_sense	Q50	hsa-miR-149-3p,hsa-miR-615-5p,hsa-miR-661,hsa-miR-4257,hsa-miR-4472,hsa-miR-4685-3p,hsa-miR-1199-3p,hsa-miR-6826-3p,hsa-miR-6886-5p,hsa-miR-7113-3p	Serum alanine aminotransferase measurement; Serum gamma-glutamyl transferase measurement,Sex hormone-binding globulin measurement; Serum gamma-glutamyl transferase measurement,Protein measurement,Testosterone measurement,Sex hormone-binding globulin measurement,-	FSCN2	FOXP2
ENSG00000260742	ITPRID2-DT	4.219984396	0.015252417	Normal vs Doxo-treated	HSALNG0020805	integenic	Q50	NA	NA	NEUROD1	STARD8
ENSG00000235885	LINC01828	5.784130045	0.001033389	Normal vs Doxo-treated	HSALNG0015627	integenic	Not conserved	NA	NA	ETAA1	KIF1A
ENSG00000244265	SIAH2-AS1	3.922517209	0.0492219	Normal vs Doxo-treated	HSALNG0029808	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-1249-5p,hsa-miR-4492,hsa-miR-6807-3p,hsa-miR-6871-5p	Breast carcinoma; Brcax breast cancer,Breast carcinoma,Brcax breast cancer,Non-alcoholic fatty liver disease severity measurement,Serum igg glycosylation measurement,Leukocyte count; Neutrophil count,Visual perception measurement,Asthma exacerbation measurement,Chronotype measurement,-	SELENOT	MTRES1
ENSG00000228061	ENSG00000228061	6.517881076	0.007099445	Normal vs Doxo-treated	HSALNG0083439	anti_sense	Not conserved	NA	NA	PAX6	BPIFA2
ENSG00000258602	LINC01629	9.97717935	7.38e-06	Normal vs Doxo-treated	HSALNG0102605	integenic	Q50	hsa-miR-505-5p,hsa-miR-1268b,hsa-miR-6089,hsa-miR-6803-5p,hsa-miR-6823-5p,hsa-miR-6858-5p,hsa-miR-6877-3p	Protein measurement,Atrial fibrillation,Total blood protein measurement; Blood protein measurement,-	LRRC74A	BPIFA2
ENSG00000276564	ENSG00000276564	5.101544335	0.007604638	Normal vs Doxo-treated	HSALNG0144681	sense	Q75	NA	-	MRTFB	TRIM47
ENSG00000261501	BBS7-DT	5.748477288	0.03690938	Normal vs Doxo-treated	HSALNG0036833	integenic	Not conserved	NA	-	EXOSC9	RAB25
ENSG00000228384	ENSG00000228384	7.336833789	0.00645161	Normal vs Doxo-treated	HSALNG0015857	anti_sense	Q75	hsa-miR-6791-5p	Serum metabolite measurement,-	ANKRD53	HAPLN2
ENSG00000226609	SNX30-DT	7.162407729	0.006107898	Normal vs Doxo-treated	HSALNG0073789	integenic	Q50	hsa-miR-619-5p	-	INIP	HAPLN2
ENSG00000288857	ENSG00000288857	4.702537404	0.019540241	Normal vs Doxo-treated	HSALNG0023391	integenic	Not conserved	hsa-miR-874-3p,hsa-miR-4482-5p	Sleep measurement,Eosinophil count,-	ILKAP	SYT6
ENSG00000283148	ENSG00000283148	5.414949406	0.049023161	Normal vs Doxo-treated	HSALNG0026404	integenic	Q75	hsa-miR-4756-5p,hsa-miR-6089	Aspartate aminotransferase measurement,Bmi-adjusted waist circumference	DNASE1L3	SYT6
ENSG00000237716	ENSG00000237716	5.948964798	0.019388676	Normal vs Doxo-treated	HSALNG0047709	integenic	Not conserved	hsa-miR-766-3p	Superior frontal gyrus volume measurement,-	ECI2	IL2RA
ENSG00000253736	ENSG00000253736	8.505853973	1.76e-10	Normal vs Doxo-treated	HSALNG0046647	integenic	Q50	NA	Cup-to-disc ratio measurement; Diastolic blood pressure; Eczema,Mean corpuscular volume; Mean corpuscular hemoglobin; Mean corpuscular hemoglobin concentration; Red blood cell distribution width,Red blood cell distribution width,-	ERGIC1	CYP2J2
ENSG00000258413	FBXO34-AS1	4.96286596	0.007638873	Normal vs Doxo-treated	HSALNG0101458	anti_sense	Q75	hsa-miR-4707-5p,hsa-miR-6763-3p,hsa-miR-6764-3p,hsa-miR-6791-3p,hsa-miR-6803-5p	Platelet count; Red blood cell distribution width,Eosinophil count,-	DLGAP5	KLB
ENSG00000285831	ENSG00000285831	4.667348877	0.010134084	Normal vs Doxo-treated	HSALNG0041776	integenic	Q50	hsa-miR-8485	Central corneal thickness,Breast carcinoma,-	MOCS2	DYSF
ENSG00000285802	ENSG00000285802	3.754912937	0.049023161	Normal vs Doxo-treated	HSALNG0001641	integenic	Q50	hsa-miR-619-5p	-	ID3	CEP350
ENSG00000205488	CALML3-AS1	6.116123455	0.013802969	Normal vs Doxo-treated	HSALNG0075870	anti_sense	Q75	hsa-miR-216a-3p,hsa-miR-500b-3p,hsa-miR-3667-3p,hsa-miR-4691-5p,hsa-miR-4734,hsa-miR-6792-5p	Cortical surface area measurement,-	CALML5	PCDH8
ENSG00000204666	ZNF473CR	5.322388554	0.005174328	Normal vs Doxo-treated	HSALNG0127074	integenic	Not conserved	NA	NA	ZNF473	SCEL
ENSG00000258583	LINC01500	5.957407049	0.030069798	Normal vs Doxo-treated	HSALNG0101652	integenic	Not conserved	NA	NA	DACT1	CCDC90B
ENSG00000235488	JARID2-AS1	5.414949172	0.049023161	Normal vs Doxo-treated	HSALNG0048272	anti_sense	Q90	hsa-miR-3960,hsa-miR-6769b-3p	-	DTNBP1	LRRC49
ENSG00000266401	ENSG00000266401	3.728675047	0.040244862	Normal vs Doxo-treated	HSALNG0119717	anti_sense	Q50	NA	Mean reticulocyte volume; Mean corpuscular volume,-	TGIF1	SLC28A2
ENSG00000235513	L3MBTL2-AS1	3.795082586	0.007638873	Normal vs Doxo-treated	HSALNG0135617	anti_sense	Q75	hsa-miR-6731-5p	Anorexia nervosa; Autism spectrum disorder; Depressive symptom measurement; Obsessive-compulsive disorder; Attention deficit hyperactivity disorder; Unipolar depression; Bipolar disorder; Tourette syndrome; Neuroticism measurement,Neuroticism measurement,Breast carcinoma,Red blood cell distribution width,Mood instability measurement,Anxiety measurement; Neuroticism measurement,Depressive symptom measurement; Unipolar depression; Wellbeing measurement; Bipolar disorder; Neuroticism measurement,-	CHADL	GCOM1
ENSG00000286575	ENSG00000286575	6.028956816	0.016762958	Normal vs Doxo-treated	HSALNG0080331	anti_sense	Q50	NA	Mean corpuscular hemoglobin,Hemoglobin measurement; Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,Creatine kinase measurement,Bipolar disorder; Attention deficit hyperactivity disorder; Autism spectrum disorder; Unipolar depression,Systolic blood pressure; Pulse pressure measurement; Alcohol consumption measurement; Alcohol drinking,-	CYP17A1	LHCGR
ENSG00000229167	ENSG00000229167	6.249605367	0.020205555	Normal vs Doxo-treated	HSALNG0002240	anti_sense	Q75	hsa-miR-4292,hsa-miR-6764-5p	-	PEF1	LHCGR
ENSG00000286330	ENSG00000286330	6.113809705	0.013170448	Normal vs Doxo-treated	HSALNG0097939	integenic	Q50	hsa-miR-365a-5p,hsa-miR-8485	Igf-1 measurement,Response to antidepressant,Dna methylation,Alkaline phosphatase measurement,Fev/fec ratio,Insulin sensitivity measurement; Glucose homeostasis measurement,Self reported educational attainment,Interstitial lung disease,-	UCHL3	HCN4
ENSG00000225362	CT62	5.960915085	0.005451396	Normal vs Doxo-treated	NA	NA	NA	NA	NA	THAP10	DMRTC2
ENSG00000233672	RNASEH2B-AS1	4.794341849	0.010628379	Normal vs Doxo-treated	HSALNG0097134	anti_sense	Q75	NA	Hemorrhoid,Prostate specific antigen measurement,Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Mean corpuscular volume,Benign prostatic hyperplasia; Lower urinary tract symptom,-	DLEU7	CELSR2
ENSG00000251635	LINC02278	7.042104503	0.010126798	Normal vs Doxo-treated	HSALNG0033884	integenic	Q50	NA	Lymphocyte count,-	KLF3	STRA8
ENSG00000266680	ENSG00000266680	3.615935571	3.4e-05	Normal vs Doxo-treated	HSALNG0050967	anti_sense	Q75	hsa-miR-4488,hsa-miR-4734	-	EYS	NFIB
ENSG00000235609	ENSG00000235609	-3.305610271	0.038306303	Normal vs Doxo-treated	HSALNG0131973	sense	Not conserved	NA	Breast carcinoma,Age at onset; Myopia	NRIP1	INA
ENSG00000187013	LINC02875	5.417355955	0.001176109	Normal vs Doxo-treated	HSALNG0145122	integenic	Not conserved	hsa-miR-331-3p,hsa-miR-920,hsa-miR-4749-3p	Hypertension; Systolic blood pressure,-	TBX2	TIRAP
ENSG00000258457	AJUBA-DT	3.277412643	0.036069915	Normal vs Doxo-treated	HSALNG0099995	anti_sense	Q90	hsa-miR-7113-5p	Macula measurement,Gut microbiome measurement,Odontogenesis; Tooth eruption,Systolic blood pressure,Cognitive function measurement,-	PSMB11	ATPSCKMT
ENSG00000273013	ENSG00000273013	4.928843316	0.009967594	Normal vs Doxo-treated	HSALNG0031937	anti_sense	Not conserved	NA	NA	FBXO45	HHEX
ENSG00000273335	ENSG00000273335	4.614840876	0.017958021	Normal vs Doxo-treated	HSALNG0119918	anti_sense	Not conserved	NA	NA	PPP4R1	PTPRR
ENSG00000257839	PHLDA1-DT	6.378079077	0.000900617	Normal vs Doxo-treated	HSALNG0092520	anti_sense	Not conserved	NA	NA	GLIPR1	SCN3A
ENSG00000287535	ENSG00000287535	6.736893222	0.005174328	Normal vs Doxo-treated	HSALNG0064835	integenic	Not conserved	hsa-miR-744-5p,hsa-miR-6089	NA	GPAT4	LINC00467
ENSG00000234546	LNCTAM34A	3.10817482	0.013802969	Normal vs Doxo-treated	HSALNG0000685	integenic	Q50	hsa-miR-1249-5p,hsa-miR-6769b-5p,hsa-miR-7113-3p	Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count; Aspartate aminotransferase measurement,Lean body mass	H6PD	OXNAD1
ENSG00000234377	OBI1-AS1	4.862680002	0.010492982	Normal vs Doxo-treated	HSALNG0098080	anti_sense	Q75	hsa-miR-6855-5p	Appendicular lean mass,Body weight,Birth weight,Body height at birth,Colorectal cancer,Body height,Hematocrit; Hemoglobin measurement,Hypermetropia,Myeloid white cell count; Lymphocyte count,Creatinine measurement,Hair colour measurement,Susceptibility to urinary tract infection measurement,Brain volume measurement,Sleep duration,Protein measurement,Enuresis,Attention deficit hyperactivity disorder,Antipsychotic drug related weight gain,Response to selective serotonin reuptake inhibitor,Lip morphology measurement,Mean reticulocyte volume,Osteochondritis dissecans,Smoking status measurement,Candidemia,Carnosine measurement,Endometriosis,Squamous cell lung carcinoma,Thyroid stimulating hormone measurement,Diastolic blood pressure; Alcohol drinking,-	SLAIN1	GOLGA7B
ENSG00000257696	UHRF1BP1L-DT	4.824275471	0.011031839	Normal vs Doxo-treated	HSALNG0093431	integenic	Not conserved	NA	NA	ACTR6	PDZD9
ENSG00000254951	ENSG00000254951	5.636892483	0.021974259	Normal vs Doxo-treated	HSALNG0143125	integenic	Not conserved	NA	NA	OR5P3	CFAP161
ENSG00000289047	ENSG00000289047	3.732125256	1.6e-08	Normal vs Doxo-treated	HSALNG0049461	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-4447	Manic or hypomanic episode,Lumbar disc degeneration	PSMB9	FZD1
ENSG00000237596	ENSG00000237596	4.045876248	0.022494495	Normal vs Doxo-treated	HSALNG0053689	anti_sense	Q50	hsa-miR-185-3p,hsa-miR-5572,hsa-miR-6763-5p	Hemoglobin measurement,Red blood cell distribution width,Erythrocyte count,Body height; Heel bone mineral density,Heel bone mineral density; Blood phosphate measurement,Heel bone mineral density,Age at menarche,Blood phosphate measurement,Alcoholic liver cirrhosis,Calcium measurement,Facial morphology measurement,Brcax breast cancer,Sphingomyelin 22:0 measurement,Aspartate aminotransferase measurement,Adolescent idiopathic scoliosis,Open-angle glaucoma,Glaucoma; Open-angle glaucoma; Intraocular pressure measurement,Intraocular pressure measurement,Diverticulitis,Response to corticosteroid; Response to synacthen; Cortisol measurement,Bipolar disorder; Body mass index,-	MTFR2	TAB3
ENSG00000230424	EMC1-AS1	4.355027128	0.002229174	Normal vs Doxo-treated	HSALNG0001365	anti_sense	Q50	hsa-miR-3680-5p	Alkaline phosphatase measurement,-,Brain measurement	MRTO4	FGF17
