"Ensembl_ID" "Gene_symbol" "Biotype" "ctrl_1" "ctrl_2" "Doxo1" "Doxo2"
"ENSG00000140519" "RHCG" "Protein_Coding" 3.218005637 0.209783047 4.29914108 0.509441961
"ENSG00000140521" "POLG" "Protein_Coding" 65.74305731 83.62476698 58.27992937 112.5635169
"ENSG00000140522" "RLBP1" "Protein_Coding" 0 0 0.096609912 0
"ENSG00000140525" "FANCI" "Protein_Coding" 19.49419944 21.24053348 24.44230772 10.42040375
"ENSG00000140526" "ABHD2" "Protein_Coding" 111.8057496 163.9716739 68.27905525 56.13124153
"ENSG00000140527" "WDR93" "Protein_Coding" 0.292545967 0.026222881 0.217372302 0.069469358
"ENSG00000140534" "TICRR" "Protein_Coding" 4.095643538 3.985877887 1.714825937 0.509441961
"ENSG00000140538" "NTRK3" "Protein_Coding" 0.478711582 0.052445762 0.772879295 0.301033886
"ENSG00000140543" "DET1" "Protein_Coding" 0.372331231 0.236005928 0.338134692 0.324190339
"ENSG00000140545" "MFGE8" "Protein_Coding" 292.253421 522.1237803 394.5065753 662.8766171
"ENSG00000140548" "ZNF710" "Protein_Coding" 9.068924977 13.11144042 6.376254187 8.892077865
"ENSG00000140553" "UNC45A" "Protein_Coding" 141.0071561 151.8042572 118.0090074 105.1302956
"ENSG00000140557" "ST8SIA2" "Protein_Coding" 0 0 0.048304956 0.069469358
"ENSG00000140563" "MCTP2" "Protein_Coding" 21.03671453 8.312653225 6.352101709 0.764162942
"ENSG00000140564" "FURIN" "Protein_Coding" 245.0205449 287.8485629 227.2748178 374.7640317
"ENSG00000140575" "IQGAP1" "Protein_Coding" 494.6686351 792.2456758 424.1899708 532.6910396
"ENSG00000140577" "CRTC3" "Protein_Coding" 51.99339686 32.1492519 26.71264065 16.58002019
"ENSG00000140598" "EFL1" "Protein_Coding" 24.04195947 49.06301004 23.95925816 26.83832877
"ENSG00000140600" "SH3GL3" "Protein_Coding" 0 0 0.12076239 0.092625811
"ENSG00000140612" "SEC11A" "Protein_Coding" 146.4591491 168.7704611 121.6801841 147.0203187
"ENSG00000140623" "SEPTIN12" "Protein_Coding" 0.026595088 0 0.024152478 0
"ENSG00000140632" "GLYR1" "Protein_Coding" 77.6310616 112.2601529 76.44259281 106.9596554
"ENSG00000140650" "PMM2" "Protein_Coding" 27.10039458 41.32726019 32.00203332 37.90711319
"ENSG00000140675" "SLC5A2" "Protein_Coding" 0 0.026222881 0.12076239 0.069469358
"ENSG00000140678" "ITGAX" "Protein_Coding" 0.212760703 0.131114404 0.193219824 0.092625811
"ENSG00000140682" "TGFB1I1" "Protein_Coding" 39.46711045 51.18706339 17.70376636 14.10227974
"ENSG00000140688" "RUSF1" "Protein_Coding" 70.13124681 71.19512147 74.63115696 56.45543186
"ENSG00000140691" "ARMC5" "Protein_Coding" 18.53677627 18.7493598 27.38891003 38.71758904
"ENSG00000140694" "PARN" "Protein_Coding" 43.66913434 47.43719143 19.80503194 11.41613122
"ENSG00000140718" "FTO" "Protein_Coding" 77.89701248 61.17798099 31.51898376 20.35452199
"ENSG00000140740" "UQCRC2" "Protein_Coding" 134.4647645 162.2671866 115.4246923 134.4695213
"ENSG00000140743" "CDR2" "Protein_Coding" 23.19091666 39.41298989 27.26814764 46.03502812
"ENSG00000140749" "IGSF6" "Protein_Coding" 0 0 0.217372302 0.277877433
"ENSG00000140750" "ARHGAP17" "Protein_Coding" 53.96143336 71.50979604 45.74479329 83.8958284
"ENSG00000140795" "MYLK3" "Protein_Coding" 0.239355791 0.209783047 0.60381195 0.254720981
"ENSG00000140798" "ABCC12" "Protein_Coding" 0 0.052445762 0.072457434 0.069469358
"ENSG00000140807" "NKD1" "Protein_Coding" 0.398926319 0.445788974 0.772879295 1.50516943
"ENSG00000140829" "DHX38" "Protein_Coding" 85.1042813 101.5874404 92.98704022 127.6152112
"ENSG00000140830" "TXNL4B" "Protein_Coding" 13.32413904 13.60967515 21.44740045 43.14047152
"ENSG00000140832" "MARVELD3" "Protein_Coding" 0 0 0.313982214 0.092625811
"ENSG00000140835" "CHST4" "Protein_Coding" 0 0 0.072457434 0.046312906
"ENSG00000140836" "ZFHX3" "Protein_Coding" 53.69548249 53.07511081 22.12366983 20.77133814
"ENSG00000140839" "CLEC18B" "Protein_Coding" 0.079785264 0.288451689 0.024152478 0.092625811
"ENSG00000140848" "CPNE2" "Protein_Coding" 14.70708361 12.14119383 16.35122759 13.36127325
"ENSG00000140853" "NLRC5" "Protein_Coding" 5.877514428 9.859803194 4.250836125 3.843971161
"ENSG00000140854" "KATNB1" "Protein_Coding" 21.30266541 28.76650028 13.21140546 20.65555587
"ENSG00000140859" "KIFC3" "Protein_Coding" 43.27020803 44.4740059 79.31673769 66.08851622
"ENSG00000140873" "ADAMTS18" "Protein_Coding" 0.239355791 0.708017783 0.579659472 0.41681615
"ENSG00000140876" "NUDT7" "Protein_Coding" 2.712698967 2.491173679 1.569911069 1.783046864
"ENSG00000140905" "GCSH" "Protein_Coding" 0.50530667 0.708017783 0.36228717 0.463129055
"ENSG00000140931" "CMTM3" "Protein_Coding" 29.49395249 31.12655955 21.39909549 25.19422062
"ENSG00000140932" "CMTM2" "Protein_Coding" 0 0 0.024152478 0
"ENSG00000140937" "CDH11" "Protein_Coding" 667.377136 143.6751641 389.2896401 64.18968709
"ENSG00000140939" "NOL3" "Protein_Coding" 41.40855187 14.65859039 26.95416543 16.02426532
"ENSG00000140941" "MAP1LC3B" "Protein_Coding" 215.7659482 272.1148344 340.9846841 570.1813367
"ENSG00000140943" "MBTPS1" "Protein_Coding" 345.4435968 304.2378634 202.92912 171.2651247
"ENSG00000140945" "CDH13" "Protein_Coding" 177.575402 140.9742074 150.2525655 98.66964527
"ENSG00000140948" "ZCCHC14" "Protein_Coding" 55.82308952 41.14370003 39.46514902 41.10270367
"ENSG00000140950" "MEAK7" "Protein_Coding" 28.56312441 64.37717245 26.93001295 33.76210815
"ENSG00000140955" "ADAD2" "Protein_Coding" 0.026595088 0 0.048304956 0.41681615
"ENSG00000140961" "OSGIN1" "Protein_Coding" 9.308280768 12.24608535 10.55463288 8.035289113
"ENSG00000140968" "IRF8" "Protein_Coding" 0 0 0.048304956 0.069469358
"ENSG00000140983" "RHOT2" "Protein_Coding" 57.95069655 56.82498277 50.81681367 48.51276856
"ENSG00000140986" "RPL3L" "Protein_Coding" 0.026595088 0.026222881 0.072457434 0.138938717
"ENSG00000140987" "ZSCAN32" "Protein_Coding" 15.6113166 14.94704208 11.15844483 11.85610382
"ENSG00000140988" "RPS2" "Protein_Coding" 998.060459 1381.500031 764.6916053 896.0157837
"ENSG00000140990" "NDUFB10" "Protein_Coding" 67.55152329 93.79924474 43.47446036 57.96060129
"ENSG00000140992" "PDPK1" "Protein_Coding" 61.54103342 69.96264607 53.57019616 49.94846863
"ENSG00000140993" "TIGD7" "Protein_Coding" 4.334999329 4.038323648 4.733885684 6.298555155
"ENSG00000140995" "DEF8" "Protein_Coding" 55.69011408 73.6076265 32.87152253 43.37203605
"ENSG00000141002" "TCF25" "Protein_Coding" 96.1146477 96.39530995 65.38075789 53.19037202
"ENSG00000141012" "GALNS" "Protein_Coding" 56.11563549 44.6051203 42.36344638 24.31427541
"ENSG00000141013" "GAS8" "Protein_Coding" 10.74441551 9.41401422 18.76647539 9.887805335
"ENSG00000141026" "MED9" "Protein_Coding" 11.4358878 9.571351505 8.235994991 6.622745494
"ENSG00000141027" "NCOR1" "Protein_Coding" 129.3053174 166.7775221 110.7149591 103.8103778
"ENSG00000141028" "CDRT15P1" NA 0 0 0.048304956 0.023156453
"ENSG00000141030" "COPS3" "Protein_Coding" 41.22238626 62.2531191 49.07783526 68.98307282
"ENSG00000141034" "GID4" "Protein_Coding" 29.6801181 34.16841373 34.2240613 33.04425811
"ENSG00000141040" "ZNF287" "Protein_Coding" 12.100765 11.43317604 9.298704022 9.980431146
"ENSG00000141052" "MYOCD" "Protein_Coding" 0 0 0.144914868 0.185251622
"ENSG00000141068" "KSR1" "Protein_Coding" 22.33987384 13.50478363 57.02400051 85.60940591
"ENSG00000141076" "UTP4" "Protein_Coding" 39.91922695 45.05090927 41.27658487 63.24027253
"ENSG00000141084" "RANBP10" "Protein_Coding" 26.51530264 25.69842322 21.85799257 18.36306705
"ENSG00000141086" "CTRL" "Protein_Coding" 0.026595088 0 0.024152478 0
"ENSG00000141096" "DPEP3" "Protein_Coding" 0 0 0.024152478 0.046312906
"ENSG00000141098" "GFOD2" "Protein_Coding" 19.65376996 20.1129496 19.20121999 23.87430281
"ENSG00000141101" "NOB1" "Protein_Coding" 35.82358341 39.85877887 18.09020601 31.60855804
"ENSG00000141127" "PRPSAP2" "Protein_Coding" 30.95668232 20.37517841 58.59391158 46.84550396
"ENSG00000141161" "UNC45B" "Protein_Coding" 0.026595088 0 0.193219824 0.023156453
"ENSG00000141179" "PCTP" "Protein_Coding" 14.7336787 15.68128274 8.066927645 8.892077865
"ENSG00000141194" "OR4D1" "Protein_Coding" 0 0 0.024152478 0
"ENSG00000141198" "TOM1L1" "Protein_Coding" 18.74953697 17.88400473 7.728792954 4.191317952
"ENSG00000141200" "KIF2B" "Protein_Coding" 0 0 0 0
"ENSG00000141219" "C17orf80" "Protein_Coding" 28.53652932 23.67926139 26.42281091 30.08023215
"ENSG00000141232" "TOB1" "Protein_Coding" 47.02011542 42.08772374 52.94223173 40.31538428
"ENSG00000141252" "VPS53" "Protein_Coding" 57.55177023 68.59905626 40.21387584 38.46286806
"ENSG00000141255" "SPATA22" "Protein_Coding" 0 0.026222881 0.072457434 0.046312906
"ENSG00000141258" "SGSM2" "Protein_Coding" 55.23799758 36.76447893 25.5533217 23.3880173
"ENSG00000141279" "NPEPPS" "Protein_Coding" 176.8839297 182.2490218 105.2323466 117.1484946
"ENSG00000141293" "SKAP1" "Protein_Coding" 0 0.026222881 0.144914868 0.069469358
"ENSG00000141294" "LRRC46" "Protein_Coding" 0.13297544 0.288451689 0.410592126 0.717850036
"ENSG00000141295" "SCRN2" "Protein_Coding" 19.60057979 14.13413277 7.8978603 5.233358327
"ENSG00000141298" "SSH2" "Protein_Coding" 28.96205073 37.42005095 18.38003574 15.30641528
"ENSG00000141314" "RHBDL3" "Protein_Coding" 0.159570527 0.026222881 0.338134692 0.764162942
"ENSG00000141316" "SPACA3" "Protein_Coding" 0 0 0.072457434 0
"ENSG00000141337" "ARSG" "Protein_Coding" 4.600950208 3.985877887 1.618216025 2.315645277
"ENSG00000141338" "ABCA8" "Protein_Coding" 157.5227057 49.27279309 65.50152028 8.753139149
"ENSG00000141349" "G6PC3" "Protein_Coding" 60.34425446 66.37011139 61.03331186 58.51635616
"ENSG00000141367" "CLTC" "Protein_Coding" 749.8750986 1090.557168 442.1352619 513.3090887
"ENSG00000141371" "CHCT1" "Protein_Coding" 0.053190176 0 0.193219824 0.208408075
"ENSG00000141376" "BCAS3" "Protein_Coding" 28.29717353 20.97830467 6.013967017 4.654447008
"ENSG00000141378" "PTRH2" "Protein_Coding" 13.08478325 17.49066152 15.48173839 34.03998558
"ENSG00000141380" "SS18" "Protein_Coding" 90.29032345 90.80983633 106.3916655 118.190535
"ENSG00000141384" "TAF4B" "Protein_Coding" 4.521164944 5.952593949 3.236432049 5.650174477
"ENSG00000141385" "AFG3L2" "Protein_Coding" 73.9077493 90.5738304 54.87442997 91.37536265
"ENSG00000141391" "PRELID3A" "Protein_Coding" 3.404171252 3.723649078 3.236432049 5.09441961
"ENSG00000141401" "IMPA2" "Protein_Coding" 4.042453362 4.562781265 3.477956829 3.705032444
"ENSG00000141404" "GNAL" "Protein_Coding" 1.515920011 0.62934914 2.342790364 1.435700072
"ENSG00000141424" "SLC39A6" "Protein_Coding" 159.3045766 126.8925204 174.6465683 181.8476236
"ENSG00000141425" "RPRD1A" "Protein_Coding" 99.97093544 92.3569863 68.18244534 52.72724297
"ENSG00000141428" "C18orf21" "Protein_Coding" 8.696593746 8.574882033 9.371161456 9.887805335
"ENSG00000141429" "GALNT1" "Protein_Coding" 287.3865199 203.6468926 246.79002 200.6969762
"ENSG00000141431" "ASXL3" "Protein_Coding" 0 0.026222881 0.265677258 0.208408075
"ENSG00000141433" "ADCYAP1" "Protein_Coding" 0.026595088 0 0.096609912 0.046312906
"ENSG00000141434" "MEP1B" "Protein_Coding" 0.026595088 0.052445762 0.169067346 0.115782264
"ENSG00000141437" "SLC25A52" "Protein_Coding" 0 0.052445762 0.024152478 0.023156453
"ENSG00000141441" "GAREM1" "Protein_Coding" 19.73355523 29.29095789 13.76691245 14.93591204
"ENSG00000141446" "ESCO1" "Protein_Coding" 26.40892229 26.06554355 14.05674218 10.32777794
"ENSG00000141447" "OSBPL1A" "Protein_Coding" 59.44002147 66.81590037 26.03637126 43.37203605
"ENSG00000141448" "GATA6" "Protein_Coding" 67.0728117 48.19765497 33.69270678 59.60470944
"ENSG00000141449" "GREB1L" "Protein_Coding" 28.69609985 1.625818612 17.92113866 0.67153713
"ENSG00000141452" "RMC1" "Protein_Coding" 26.78125352 25.30508001 24.00756311 33.50738716
"ENSG00000141456" "PELP1" "Protein_Coding" 59.41342639 68.80883931 62.82059523 65.67170007
"ENSG00000141458" "NPC1" "Protein_Coding" 94.22639646 93.1698956 113.8064762 173.7428652
"ENSG00000141469" "SLC14A1" "Protein_Coding" 1.116993692 0.891577948 2.366942842 0.231564528
"ENSG00000141480" "ARRB2" "Protein_Coding" 8.590213394 3.041854177 7.680487998 4.330256669
"ENSG00000141485" "SLC13A5" "Protein_Coding" 0 0 0.072457434 0.138938717
"ENSG00000141497" "ZMYND15" "Protein_Coding" 0.372331231 0.209783047 1.183471421 1.759890411
"ENSG00000141499" "WRAP53" "Protein_Coding" 8.590213394 12.11497095 15.86817803 16.14004758
"ENSG00000141503" "MINK1" "Protein_Coding" 140.368874 147.3463674 186.5778924 77.57411679
"ENSG00000141504" "SAT2" "Protein_Coding" 36.00974903 31.62479429 13.11479554 10.51302956
"ENSG00000141505" "ASGR1" "Protein_Coding" 0.478711582 0.262228808 0.36228717 0.115782264
"ENSG00000141506" "PIK3R5" "Protein_Coding" 0 0.026222881 0.144914868 0.069469358
"ENSG00000141510" "TP53" "Protein_Coding" 35.82358341 30.41854177 65.42906285 88.27239798
"ENSG00000141519" "CCDC40" "Protein_Coding" 2.765889142 1.25869828 1.352538767 1.435700072
"ENSG00000141522" "ARHGDIA" "Protein_Coding" 437.8615273 641.1494364 301.4229252 348.7824917
"ENSG00000141524" "TMC6" "Protein_Coding" 0.398926319 0.131114404 3.429651873 0.648380678
"ENSG00000141526" "SLC16A3" "Protein_Coding" 634.1598712 523.1464726 391.7773453 463.9858442
"ENSG00000141527" "CARD14" "Protein_Coding" 0.026595088 0.026222881 0.24152478 0.162095169
"ENSG00000141540" "TTYH2" "Protein_Coding" 1.888251241 3.723649078 0.893641685 1.435700072
"ENSG00000141542" "RAB40B" "Protein_Coding" 16.09002818 20.21784112 6.183034363 11.69400865
"ENSG00000141543" "EIF4A3" "Protein_Coding" 80.82247215 82.31362294 93.92898686 281.6519351
"ENSG00000141551" "CSNK1D" "Protein_Coding" 137.337034 137.3816727 143.3691093 160.0110887
"ENSG00000141552" "ANAPC11" "Protein_Coding" 62.71121729 84.22789324 45.09267639 52.63461716
"ENSG00000141556" "TBCD" "Protein_Coding" 101.2740948 125.424039 46.10708046 54.41766402
"ENSG00000141560" "FN3KRP" "Protein_Coding" 25.23873842 32.8310468 17.92113866 13.3381168
"ENSG00000141562" "NARF" "Protein_Coding" 39.06818414 41.53704324 33.86177413 138.5219005
"ENSG00000141564" "RPTOR" "Protein_Coding" 51.94020668 62.38423351 24.41815524 14.00965393
"ENSG00000141568" "FOXK2" "Protein_Coding" 53.0040102 60.12906575 50.47867898 51.98623648
"ENSG00000141569" "TRIM65" "Protein_Coding" 15.74429204 18.30357082 22.00290744 32.62744196
"ENSG00000141570" "CBX8" "Protein_Coding" 8.1380969 5.192130405 2.801687446 3.635563086
"ENSG00000141574" "SECTM1" "Protein_Coding" 2.366962824 6.005039711 26.1088287 8.68366979
"ENSG00000141576" "RNF157" "Protein_Coding" 0.106380352 0.026222881 0.531354516 0.301033886
"ENSG00000141577" "CEP131" "Protein_Coding" 19.81334049 17.33332423 7.221590916 5.233358327
"ENSG00000141579" "ZNF750" "Protein_Coding" 0 0.052445762 0.096609912 0.092625811
"ENSG00000141580" "WDR45B" "Protein_Coding" 89.81161186 86.11594066 80.50020911 81.14021052
"ENSG00000141582" "CBX4" "Protein_Coding" 30.7971118 22.99746649 42.82234346 82.99272674
"ENSG00000141622" "RNF165" "Protein_Coding" 1.728680714 0.340897451 0.845336729 0.185251622
"ENSG00000141627" "DYM" "Protein_Coding" 70.05146155 79.0882086 31.15669659 18.50200577
"ENSG00000141639" "MAPK4" "Protein_Coding" 15.3985559 0.078668643 10.36141305 0.092625811
"ENSG00000141642" "ELAC1" "Protein_Coding" 7.898741109 9.204231173 7.41481074 9.077329488
"ENSG00000141644" "MBD1" "Protein_Coding" 64.439898 66.55367156 76.9980998 84.89155587
"ENSG00000141646" "SMAD4" "Protein_Coding" 61.64741377 58.13612681 46.44521516 44.02041672
"ENSG00000141655" "TNFRSF11A" "Protein_Coding" 16.70171521 2.412505037 7.463115696 1.319917808
"ENSG00000141664" "ZCCHC2" "Protein_Coding" 15.07941484 14.05546413 10.62709031 15.56113626
"ENSG00000141665" "FBXO15" "Protein_Coding" 0.079785264 0.052445762 0.193219824 0.162095169
"ENSG00000141668" "CBLN2" "Protein_Coding" 0 0 0.072457434 0.092625811
"ENSG00000141682" "PMAIP1" "Protein_Coding" 1.941441417 19.82449791 30.43212225 134.4695213
"ENSG00000141696" "P3H4" "Protein_Coding" 103.8538183 104.078614 72.5057389 62.63820476
"ENSG00000141698" "NT5C3B" "Protein_Coding" 40.98303047 48.22387785 22.09951735 24.08271089
"ENSG00000141699" "RETREG3" "Protein_Coding" 69.41317944 65.32119616 66.58838179 110.9425652
"ENSG00000141736" "ERBB2" "Protein_Coding" 147.4431674 112.2601529 62.55491797 51.59257678
"ENSG00000141738" "GRB7" "Protein_Coding" 0.106380352 0.131114404 0.265677258 0.301033886
"ENSG00000141741" "MIEN1" "Protein_Coding" 32.71195813 40.85524834 34.77956829 38.85652776
"ENSG00000141744" "PNMT" "Protein_Coding" 0 0.026222881 0.048304956 0.046312906
"ENSG00000141748" "ARL5C" "Protein_Coding" 0 0 0 0
"ENSG00000141750" "STAC2" "Protein_Coding" 25.79723527 0.131114404 3.767786565 0.092625811
"ENSG00000141753" "IGFBP4" "Protein_Coding" 2378.904018 1061.948005 2715.946149 1122.879551
"ENSG00000141756" "FKBP10" "Protein_Coding" 857.372444 885.4417943 757.5424718 596.3249719
"ENSG00000141759" "TXNL4A" "Protein_Coding" 66.35474433 89.97070414 48.40156587 65.16225811
"ENSG00000141837" "CACNA1A" "Protein_Coding" 5.983894779 1.704487254 1.304233811 1.25044845
"ENSG00000141854" "MISP3" "Protein_Coding" 1.914846329 1.101360995 0.434744604 0.231564528
"ENSG00000141858" "SAMD1" "Protein_Coding" 39.06818414 36.97426198 38.32998255 26.51413843
"ENSG00000141867" "BRD4" "Protein_Coding" 76.78001879 72.06047653 73.76166775 65.23172747
"ENSG00000141873" "SLC39A3" "Protein_Coding" 17.1538317 20.6636301 12.89742324 14.93591204
"ENSG00000141905" "NFIC" "Protein_Coding" 163.4534103 150.3882216 56.03374891 21.07237202
"ENSG00000141933" "TPGS1" "Protein_Coding" 15.34536572 17.85778185 10.69954775 16.48739438
"ENSG00000141934" "PLPP2" "Protein_Coding" 0.345736143 0.839132187 0.265677258 0.509441961
"ENSG00000141946" "ZIM3" "Protein_Coding" 0 0 0 0
"ENSG00000141956" "PRDM15" "Protein_Coding" 7.420029526 8.574882033 14.49148679 17.83046864
"ENSG00000141959" "PFKL" "Protein_Coding" 363.1293303 286.956985 233.2646323 173.1176409
"ENSG00000141965" "FEM1A" "Protein_Coding" 31.72793987 29.57940958 42.26683647 49.69374765
"ENSG00000141968" "VAV1" "Protein_Coding" 0 0 0.096609912 0.069469358
"ENSG00000141971" "MVB12A" "Protein_Coding" 25.69085492 24.41350206 10.79615766 8.915234318
"ENSG00000141977" "CIB3" "Protein_Coding" 0.026595088 0 0 0
"ENSG00000141979" "ENSG00000141979" "Protein_Coding" 0 0 0 0
"ENSG00000141985" "SH3GL1" "Protein_Coding" 116.5396752 218.8823863 112.0674978 156.4913079
"ENSG00000141994" "DUS3L" "Protein_Coding" 6.409416186 7.525966799 5.699984803 12.15713771
"ENSG00000142002" "DPP9" "Protein_Coding" 72.95032613 164.155234 69.41422171 117.7042495
"ENSG00000142025" "DMRTC2" "Protein_Coding" 0 0 0.072457434 0.023156453
"ENSG00000142039" "CCDC97" "Protein_Coding" 16.75490538 17.33332423 17.55885149 14.24121846
"ENSG00000142046" "TMEM91" "Protein_Coding" 2.553128439 1.625818612 2.6326201 1.528325883
"ENSG00000142065" "ZFP14" "Protein_Coding" 6.99450812 4.300552457 3.985158867 2.662992069
"ENSG00000142082" "SIRT3" "Protein_Coding" 20.39843243 13.8194582 14.85377396 9.077329488
"ENSG00000142089" "IFITM3" "Protein_Coding" 429.909596 338.1964941 235.1485256 254.7672934
"ENSG00000142102" "PGGHG" "Protein_Coding" 32.63217286 11.14472435 13.52538767 5.349140591
"ENSG00000142149" "HUNK" "Protein_Coding" 0 0.026222881 0.193219824 0.625224225
"ENSG00000142156" "COL6A1" "Protein_Coding" 1136.647462 1510.700165 1333.723987 1412.636245
"ENSG00000142163" "OR1E3" NA 0 0 0 0
"ENSG00000142166" "IFNAR1" "Protein_Coding" 182.0433767 172.4416644 130.9305831 145.2141153
"ENSG00000142168" "SOD1" "Protein_Coding" 195.8728224 210.595956 179.8635035 178.2120606
"ENSG00000142173" "COL6A2" "Protein_Coding" 1374.380953 1557.481784 1292.954604 1248.364369
"ENSG00000142178" "SIK1" "Protein_Coding" 0 0 0 0.023156453
"ENSG00000142182" "DNMT3L" "Protein_Coding" 0 0 0 0
"ENSG00000142185" "TRPM2" "Protein_Coding" 0.053190176 0.052445762 0.169067346 0.069469358
"ENSG00000142186" "SCYL1" "Protein_Coding" 85.74256341 111.0014546 90.81331721 149.0117736
"ENSG00000142188" "TMEM50B" "Protein_Coding" 42.55214065 47.69942024 32.87152253 41.40373756
"ENSG00000142192" "APP" "Protein_Coding" 932.0248557 1333.354822 659.2418865 835.0448435
"ENSG00000142197" "DOP1B" "Protein_Coding" 14.54751309 26.19665795 6.521169055 13.52336842
"ENSG00000142207" "URB1" "Protein_Coding" 64.17394712 74.13208412 100.8365956 140.490199
"ENSG00000142208" "AKT1" "Protein_Coding" 243.8769561 250.638295 282.1492478 256.5966532
"ENSG00000142224" "IL19" "Protein_Coding" 0.026595088 0.026222881 0.507202038 0.092625811
"ENSG00000142227" "EMP3" "Protein_Coding" 146.0336277 241.3029494 92.74551544 162.8824888
"ENSG00000142230" "SAE1" "Protein_Coding" 96.19443296 152.4073834 68.95532463 95.19617736
"ENSG00000142233" "NTN5" "Protein_Coding" 0.851042813 0.236005928 0.434744604 0.347346792
"ENSG00000142235" "LMTK3" "Protein_Coding" 2.074416857 0.262228808 0.36228717 0.254720981
"ENSG00000142252" "GEMIN7" "Protein_Coding" 11.96778956 11.53806757 7.559725608 10.0035876
"ENSG00000142273" "CBLC" "Protein_Coding" 0.026595088 0 0 0
"ENSG00000142279" "WTIP" "Protein_Coding" 24.12174473 26.77356133 19.99825177 30.40442249
"ENSG00000142303" "ADAMTS10" "Protein_Coding" 10.63803516 5.218353286 2.39109532 2.199863014
"ENSG00000142319" "SLC6A3" "Protein_Coding" 0.079785264 0 0.193219824 3.751345349
"ENSG00000142327" "RNPEPL1" "Protein_Coding" 50.7966179 63.64293179 25.770694 32.48850324
"ENSG00000142330" "CAPN10" "Protein_Coding" 21.80797208 18.67069115 29.27280331 30.82123864
"ENSG00000142347" "MYO1F" "Protein_Coding" 0.691472286 0.94402371 0.458897082 0.41681615
"ENSG00000142396" "ERVK3-1" "Protein_Coding" 5.505183197 5.34946769 8.670739595 10.8372199
"ENSG00000142405" "NLRP12" "Protein_Coding" 0 0 0.12076239 0.115782264
"ENSG00000142408" "CACNG8" "Protein_Coding" 32.02048584 12.21986247 30.50457969 11.34666186
"ENSG00000142409" "ZNF787" "Protein_Coding" 21.51542612 26.19665795 25.40840684 25.24053352
"ENSG00000142444" "TIMM29" "Protein_Coding" 14.91984432 16.20574036 16.20631272 20.35452199
"ENSG00000142449" "FBN3" "Protein_Coding" 0 0 0.169067346 0.046312906
"ENSG00000142453" "CARM1" "Protein_Coding" 80.68949671 108.0907148 46.90411224 56.03861571
"ENSG00000142459" "EVI5L" "Protein_Coding" 47.41904174 61.91222165 37.291426 42.26052631
"ENSG00000142484" "TM4SF5" "Protein_Coding" 0 0 0.024152478 0.046312906
"ENSG00000142494" "SLC47A1" "Protein_Coding" 6.170060395 0.026222881 11.90717164 0.138938717
"ENSG00000142507" "PSMB6" "Protein_Coding" 60.34425446 90.86228209 61.68542876 82.57591059
"ENSG00000142511" "GPR32" "Protein_Coding" 0 0 0 0
"ENSG00000142512" "SIGLEC10" "Protein_Coding" 0 0 0.289829736 0.115782264
"ENSG00000142513" "ACP4" "Protein_Coding" 0 0 0.024152478 0
"ENSG00000142515" "KLK3" "Protein_Coding" 0 0 0.024152478 0
"ENSG00000142528" "ZNF473" "Protein_Coding" 6.303035834 7.919310012 7.511420652 7.294282624
"ENSG00000142530" "GARIN5A" "Protein_Coding" 0.851042813 0.31467457 1.207623899 1.389387166
"ENSG00000142534" "RPS11" "Protein_Coding" 684.1320413 752.5704571 549.6137889 585.8119423
"ENSG00000142538" "PTH2" "Protein_Coding" 0 0 0 0
"ENSG00000142539" "ENSG00000142539" "Protein_Coding" 0 0 0 0
"ENSG00000142541" "RPL13A" "Protein_Coding" 1387.625307 1471.103615 1194.702323 1050.399854
"ENSG00000142544" "CTU1" "Protein_Coding" 7.047698296 8.365098986 6.6902364 11.32350541
"ENSG00000142546" "NOSIP" "Protein_Coding" 32.89812374 41.74682629 37.53295078 59.34998846
"ENSG00000142549" "IGLON5" "Protein_Coding" 0.026595088 0.052445762 0.096609912 0
"ENSG00000142552" "RCN3" "Protein_Coding" 157.6024909 335.5217603 107.9374241 258.4028565
"ENSG00000142556" "ZNF614" "Protein_Coding" 15.29217555 13.11144042 12.65589846 13.22233453
"ENSG00000142583" "SLC2A5" "Protein_Coding" 0.292545967 0.288451689 6.545321533 0.856788753
"ENSG00000142599" "RERE" "Protein_Coding" 147.948474 98.36202601 66.41931445 54.71869791
"ENSG00000142606" "MMEL1" "Protein_Coding" 0.13297544 0.131114404 0.048304956 0.254720981
"ENSG00000142609" "CFAP74" "Protein_Coding" 0 0 12.00378156 0.162095169
"ENSG00000142611" "PRDM16" "Protein_Coding" 0.239355791 1.389812684 0.193219824 0.254720981
"ENSG00000142615" "CELA2A" "Protein_Coding" 0 0 0 0
"ENSG00000142619" "PADI3" "Protein_Coding" 0 0.026222881 11.66564686 1.759890411
"ENSG00000142621" "FHAD1" "Protein_Coding" 0.106380352 0 0.265677258 0.162095169
"ENSG00000142623" "PADI1" "Protein_Coding" 0.212760703 0.550680498 1.424996201 3.380842105
"ENSG00000142627" "EPHA2" "Protein_Coding" 80.26397531 59.39482509 357.9155712 472.669514
"ENSG00000142632" "ARHGEF19" "Protein_Coding" 7.074293383 3.330305866 4.613123294 5.557548666
"ENSG00000142634" "EFHD2" "Protein_Coding" 23.19091666 95.03172014 19.68426955 70.21036481
"ENSG00000142655" "PEX14" "Protein_Coding" 20.18567172 19.27381741 13.47708271 7.988976207
"ENSG00000142657" "PGD" "Protein_Coding" 141.8581989 149.4704208 147.7407078 207.2965652
